request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_247,1059.30,affordable_now,full_payment,2024-09-05:1059.30,2024-09-05,none,"Pay EUR 1,059.30 today. This leaves at least EUR 1,300 available over the next 90 days. The lowest projected balance with this plan is EUR 1,343.61 on 13 September 2024."
request_248,933.54,affordable_with_plan,partial_payment,2025-02-07:933.54|2025-04-15:1032.06,2025-04-15,none,"Pay USD 933.54 today and the remaining USD 1,032.06 on 15 April 2025. This completes the full request and keeps the USD 1,300 minimum protected. The lowest projected balance with this plan is USD 1,300 on 12 February 2025."
request_249,126.48,affordable_later,wait,2026-03-15:643.20,2026-03-15,none,Pay USD 643.20 in full on 15 March 2026. Paying earlier would take the balance below the USD 600 minimum. The lowest projected balance with this plan is USD 726.48 on 14 January 2026.
request_250,15480.52,not_affordable,not_recommended,none,,none,"Do not make this payment by 18 January 2025. The full amount does not become safe within the 90-day forecast, and none of the available options keeps the ZAR 35,300 minimum protected. Without this purchase, the lowest projected balance is ZAR 50,780.52 on 12 December 2024."
request_251,1513.60,not_affordable,not_recommended,none,2025-05-03,none,"Do not proceed with the EUR 1,513.60 request. A single full payment would be safe today, but the user does not consider full payment, and none of the methods they accept (installments, partial payment) gives a safe plan within their limits. Without this purchase, the lowest projected balance is EUR 4,165.76 on 4 May 2025."
request_252,3778044.18,affordable_later,wait,2026-09-15:28082000,2026-09-15,none,"Pay IDR 28,082,000 in full on 15 September 2026. Paying earlier would take the balance below the IDR 15,152,200 minimum. The lowest projected balance with this plan is IDR 18,930,244.18 on 11 July 2026."
request_253,1383.41,affordable_with_plan,installments,2024-03-21:984.60|2024-04-21:984.60|2024-05-22:984.60,2024-05-15,none,"Use 3 installments of EUR 984.60, starting 21 March 2024. This leaves at least EUR 2,300 available. The lowest projected balance with this plan is EUR 2,871.14 on 12 May 2024."
request_254,636.46,affordable_later,wait,2025-10-15:3535.20,2025-10-15,none,"Pay USD 3,535.20 in full on 15 October 2025. Paying earlier would take the balance below the USD 2,500 minimum. The lowest projected balance with this plan is USD 3,136.46 on 13 August 2025."
request_255,3345000,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,"Pay IDR 3,345,000 today. This leaves at least IDR 9,813,900 available over the next 90 days. The lowest projected balance with this plan is IDR 10,538,458.15 on 4 July 2026."
request_256,151758.84,affordable_with_plan,installments,2024-06-10:75816|2024-07-11:75816|2024-08-11:75816,2024-07-15,none,"Use 3 installments of INR 75,816, starting 10 June 2024. This leaves at least INR 168,600 available. The lowest projected balance with this plan is INR 206,475.63 on 12 August 2024."
request_257,306.13,affordable_later,wait,2026-01-15:1352.40,2026-01-15,none,"Pay USD 1,352.40 in full on 15 January 2026. Paying earlier would take the balance below the USD 1,600 minimum. The lowest projected balance with this plan is USD 1,906.13 on 14 November 2025."
request_258,1113.60,affordable_now,full_payment,2026-01-07:1113.60,2026-01-07,none,"Pay USD 1,113.60 today. This leaves at least USD 500 available over the next 90 days. The lowest projected balance with this plan is USD 763.42 on 13 March 2026."
request_259,214.47,affordable_later,wait,2024-11-15:935,2024-11-15,none,Pay EUR 935 in full on 15 November 2024. Paying earlier would take the balance below the EUR 600 minimum. The lowest projected balance with this plan is EUR 814.47 on 13 September 2024.
request_260,6401399.59,not_affordable,not_recommended,none,,none,"Do not make this payment by 18 April 2025. The full amount does not become safe within the 90-day forecast, and none of the available options keeps the IDR 20,727,700 minimum protected. Without this purchase, the lowest projected balance is IDR 27,129,099.59 on 14 February 2025."
request_261,1830.40,affordable_now,full_payment,2026-07-03:1830.40,2026-07-03,none,"Pay EUR 1,830.40 today. This leaves at least EUR 1,500 available over the next 90 days. The lowest projected balance with this plan is EUR 1,788.96 on 10 July 2026."
request_262,9236000,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,"Pay IDR 9,236,000 today. This leaves at least IDR 31,018,500 available over the next 90 days. The lowest projected balance with this plan is IDR 57,590,723.17 on 13 December 2024."
request_263,5694.82,not_affordable,not_recommended,none,,none,"Do not make this payment by 15 June 2025. The full amount does not become safe within the 90-day forecast, and none of the available options keeps the ZAR 24,100 minimum protected. Without this purchase, the lowest projected balance is ZAR 29,794.82 on 14 May 2025."
request_264,23323.45,affordable_later,wait,2026-06-15:111300,2026-06-15,none,"Pay INR 111,300 in full on 15 June 2026. Paying earlier would take the balance below the INR 59,500 minimum. The lowest projected balance with this plan is INR 82,823.45 on 11 April 2026."
request_265,45970,affordable_now,full_payment,2024-03-06:45970,2024-03-06,none,"Pay INR 45,970 today. This leaves at least INR 189,700 available over the next 90 days. The lowest projected balance with this plan is INR 227,338.07 on 2 June 2024."
request_266,779.44,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-09-15,none,"Use 3 installments of EUR 324.13, starting 3 August 2025. This leaves at least EUR 900 available. The lowest projected balance with this plan is EUR 1,075.83 on 14 October 2025."
request_267,1653.03,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-02-15,none,"Use 3 installments of EUR 667.33, starting 8 January 2026. This leaves at least EUR 1,500 available. The lowest projected balance with this plan is EUR 1,754.56 on 14 March 2026."
request_268,1046.91,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-15,none,"Use 3 installments of EUR 841.22, starting 14 June 2024. This leaves at least EUR 1,400 available. The lowest projected balance with this plan is EUR 1,605.69 on 14 June 2024."
request_269,10127.26,affordable_later,wait,2025-11-15:15490,2025-11-15,none,"Pay ZAR 15,490 in full on 15 November 2025. Paying earlier would take the balance below the ZAR 23,100 minimum. The lowest projected balance with this plan is ZAR 23,377.60 on 14 December 2025."
request_270,109.86,not_affordable,not_recommended,none,,none,"Do not make this payment by 30 August 2026. The full amount does not become safe within the 90-day forecast, and none of the available options keeps the USD 1,400 minimum protected. Without this purchase, the lowest projected balance is USD 1,509.86 on 14 July 2026."
request_271,14167.52,affordable_later,wait,2024-10-15:91300,2024-10-15,none,"Pay INR 91,300 in full on 15 October 2024. Paying earlier would take the balance below the INR 58,200 minimum. The lowest projected balance with this plan is INR 67,500.59 on 14 November 2024."
request_272,5397737.83,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-03-15,none,"Use 3 installments of IDR 4,709,466.67, starting 12 February 2025. This leaves at least IDR 7,508,600 available. The lowest projected balance with this plan is IDR 8,196,871.16 on 13 February 2025."
request_273,9545531.06,affordable_with_plan,partial_payment,2026-04-07:9545531.06|2026-04-15:6315468.94,2026-04-15,none,"Pay IDR 9,545,531.06 today and the remaining IDR 6,315,468.94 on 15 April 2026. This completes the full request and keeps the IDR 18,774,600 minimum protected. The lowest projected balance with this plan is IDR 18,774,600 on 12 April 2026."
request_274,2139.44,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2025-01-15,none,"Use 3 installments of EUR 940.75, starting 4 December 2024. This leaves at least EUR 1,800 available. The lowest projected balance with this plan is EUR 2,123.35 on 13 February 2025."
request_275,15884000,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,"Pay IDR 15,884,000 today. This leaves at least IDR 12,760,100 available over the next 90 days. The lowest projected balance with this plan is IDR 14,364,402.33 on 14 May 2025."
